candidate,path,PoolObjective,PoolPredInsertedRank,AG,CC,EN,MI,MSE,Nabf,PSNR,Qabf,SCD,SD,SF,SSIM,VIF
09_b_ir060_soft,results\candidates\09_b_ir060_soft,151.0639895905566,26.76923076923077,0.026634799026113043,0.6475983095687597,7.345112318046013,2.471455332437987,0.050362792807400865,0.23741585777331425,13.868917008035304,0.5720853478677811,1.7011245501705399,0.1931787757303125,0.057355956752343555,0.5826327215920213,0.6475727293075927
23_micolor_cross_20,results\candidates\23_micolor_cross_20,151.24592764822705,25.846153846153847,0.02936412511213172,0.6321304443169472,7.396424790909236,2.494654564802723,0.053721789223071865,0.25848968503295733,14.266536307160779,0.5735756921511824,1.7375339047861529,0.20051707159126958,0.06310760308834777,0.5801477586870553,0.644510781189564
24_balanced_cross_20,results\candidates\24_balanced_cross_20,151.42647396979737,25.692307692307693,0.02952061768781434,0.6298298875461771,7.395668512193122,2.5143762209829075,0.054669257849254596,0.26136314276085104,14.194709708609526,0.573651756650658,1.7336382284535472,0.20455108919451315,0.06396653735990541,0.5784557783795942,0.644032239375578
18_low_artifact_color,results\candidates\18_low_artifact_color,151.45879367396512,25.692307692307693,0.026887675136407857,0.6405921384502156,7.413902674344453,2.49722180095066,0.05522972737408934,0.24191618925060637,13.799278380049374,0.571115533831299,1.740431439131698,0.20581475188655238,0.0582121721987151,0.5761608157747535,0.6511065395760334
13_ssim_safe_gray,results\candidates\13_ssim_safe_gray,152.20960394462927,29.923076923076923,0.022811813940924984,0.6298183382520245,7.345842383065912,2.6161507112620734,0.05605101462463618,0.18139289752129586,14.027302148962669,0.5838482456822549,1.7175538725083521,0.20250662856845444,0.04998648620757269,0.5972342050524169,0.6469023003683357
12_mi_color,results\candidates\12_mi_color,152.35000098538418,27.76923076923077,0.026882501138794805,0.6447477256648136,7.204608639562118,2.353202918018033,0.048147070496994,0.23228114398737107,14.381946856326358,0.5763714768553293,1.6923165592565712,0.17212008188168207,0.057853588362566044,0.5871569974127636,0.6513688141191483
01_balanced,results\candidates\01_balanced,154.0044527201079,25.846153846153847,0.029809796021029514,0.641025352211593,7.347640093724295,2.388954813940451,0.05249634737108824,0.27277179879526936,13.998981816155318,0.5652037592985297,1.7248891958309758,0.194120503241016,0.06436686914921454,0.5668351785630308,0.6501885921909084
02_structure,results\candidates\02_structure,154.10932409553308,29.615384615384617,0.023238689298190736,0.6188907285320551,7.446709365054144,2.6931712775148293,0.061221101431436435,0.1927526266844843,13.730111606136669,0.5791217803314168,1.6884114966418011,0.21959153538750065,0.05091617735451831,0.5856612089180178,0.640104645413017
05_thermal,results\candidates\05_thermal,154.864803704351,26.46153846153846,0.02939282533943012,0.6444225895003352,7.339413791403755,2.348154180141625,0.04975518358931426,0.2731681710850167,13.919859695527924,0.5632399504864087,1.6851320416890863,0.19070281200511482,0.06284660060798675,0.5687203673265313,0.6443852080028635
16_visible_soft,results\candidates\16_visible_soft,155.1519764643927,28.76923076923077,0.025958457901593176,0.6086171709377107,7.3685977712535635,2.6556092136521285,0.05795766516859012,0.22162416092650863,14.278472449750954,0.578248901713279,1.652620163547902,0.20340301000302838,0.05632685447102177,0.5832428774365814,0.6331797672930382
07_b_ir040_detail090,results\candidates\07_b_ir040_detail090,155.74986556710542,26.692307692307693,0.030709104452242134,0.630464520248804,7.348894925820921,2.4178886295850504,0.0541881305986755,0.28429119657444696,14.05749642739754,0.562122021951983,1.7029288257686461,0.1950848491121364,0.06635246261289528,0.5600666786714267,0.6452046068409915
crossfuse_target,results\candidates_remote\crossfuse_target,168.1695320327263,35.38461538461539,0.01824305199527292,0.5110111006900787,6.9444350089666775,3.35290145709353,0.05737312137392119,0.06522006923783451,15.876595520310543,0.6098412252882476,1.1025715345876128,0.16842590672995456,0.042432682200732846,0.6398950235978249,0.5743812397339264
33_mix_avg21_45,results\candidates_round2\33_mix_avg21_45,389.3841377542956,25.76923076923077,0.0165510306996043,0.6304229670996924,6.953356273431668,2.72133112783143,0.03324893962151261,0.02967961366108108,16.517651896087642,0.6265641149654183,1.6853370149947253,0.15420686990343113,0.0361153132265071,0.7143909158084982,0.6401422825861471
crossfuse_01_low03_highdeep_s45_cap,results\candidates_round11_deep\crossfuse_01_low03_highdeep_s45_cap,507.75879872088154,32.15384615384615,0.00918554666862693,0.5886454689383869,6.96726773570294,2.5115327081433683,0.040220994355848,0.04212500583580745,16.910435088450683,0.422954785887913,1.5138518659963818,0.16237975552838335,0.019800995780264084,0.6548686905573773,0.6047546438481071
33_C_N_night_g86_str14_ir26_01,results\candidates_round11_adaptive\33_C_N_night_g86_str14_ir26_01,588.5915302443266,31.846153846153847,0.009069698026543983,0.600660439541235,6.912815022569682,2.460365822000948,0.04040458265276405,0.037791498135575044,16.842915995729154,0.41674026462339586,1.5361202299061452,0.15720511924835942,0.020456486807480176,0.6489246062213375,0.6148309830814431
17_B_D_day_vi46_gate18_std438_01,results\candidates_round11_adaptive\17_B_D_day_vi46_gate18_std438_01,589.6674685112114,32.53846153846154,0.009216949333667113,0.588871348914762,6.9131660964273,2.506001949464499,0.040400443805171354,0.03499449692386132,17.101289349411484,0.41786267295960455,1.4953431040880951,0.15701646037319655,0.02102331024672807,0.6542584879263755,0.6045229255677665
49_D_GRAY_gray_vi40_std438_d60_01,results\candidates_round11_adaptive\49_D_GRAY_gray_vi40_std438_d60_01,607.7340273244389,32.30769230769231,0.008982293818506503,0.5922319553895996,6.90798887902099,2.499274514363724,0.04038618930104759,0.034924570541147906,17.059716071362725,0.41409817081625744,1.5155771929447839,0.15628900675363439,0.02032209190382936,0.6529276591315064,0.6103530357598833
01_A_FLIR_flir_ir50_std450_d76_01,results\candidates_round11_adaptive\01_A_FLIR_flir_ir50_std450_d76_01,626.1197933761944,32.0,0.009864826681673206,0.6033689608379663,6.913142189375814,2.4012092941110397,0.03934930235783379,0.03835681589540615,16.580495900486394,0.41438407058356913,1.4928431982238366,0.15329506432497372,0.023176734862670613,0.6435755379898573,0.6091265571023087
